Category,ContentType,ReactionType,Sentiment,Score,Datetime
studying,audio,cherish,positive,70,10/2/2020 2:23
studying,audio,indifferent,neutral,20,12/8/2020 2:39
studying,audio,peeking,neutral,35,7/31/2020 11:20
studying,audio,hate,negative,5,7/14/2020 4:49
studying,audio,heart,positive,60,1/21/2021 20:41
studying,audio,scared,negative,15,12/31/2020 0:56
studying,audio,intrigued,positive,45,7/14/2020 0:44
studying,audio,adore,positive,72,1/14/2021 7:15
studying,audio,like,positive,50,6/1/2021 22:58
studying,audio,cherish,positive,70,8/14/2020 18:44
studying,audio,scared,negative,15,11/15/2020 21:05
studying,audio,dislike,negative,10,1/10/2021 17:47
studying,audio,interested,positive,30,5/18/2021 19:51
studying,audio,love,positive,65,1/9/2021 4:41
studying,audio,heart,positive,60,9/12/2020 9:54
studying,audio,love,positive,65,12/10/2020 10:47
studying,audio,super love,positive,75,6/15/2021 4:43
studying,audio,dislike,negative,10,10/26/2020 11:17
studying,audio,indifferent,neutral,20,12/16/2020 11:20
studying,video,adore,positive,72,12/3/2020 15:40
studying,video,heart,positive,60,8/30/2020 4:20
studying,video,want,positive,70,10/17/2020 1:12
studying,video,hate,negative,5,2/20/2021 3:27
studying,video,hate,negative,5,4/12/2021 4:25
studying,video,indifferent,neutral,20,5/25/2021 14:53
studying,video,peeking,neutral,35,10/29/2020 3:17
studying,video,love,positive,65,2/28/2021 9:07
studying,video,dislike,negative,10,11/30/2020 14:14
studying,video,like,positive,50,2/2/2021 14:53
studying,video,disgust,negative,0,7/6/2020 15:48
studying,video,hate,negative,5,10/10/2020 1:28
studying,video,interested,positive,30,11/19/2020 5:34
studying,video,cherish,positive,70,8/4/2020 10:53
studying,video,worried,negative,12,6/26/2020 3:51
studying,video,cherish,positive,70,8/6/2020 8:28
studying,video,cherish,positive,70,8/6/2020 21:53
studying,video,hate,negative,5,7/18/2020 13:14
studying,video,cherish,positive,70,12/4/2020 5:35
studying,video,peeking,neutral,35,9/29/2020 0:21
studying,video,hate,negative,5,7/20/2020 6:35
studying,video,scared,negative,15,4/26/2021 12:56
studying,video,want,positive,70,2/28/2021 7:47
studying,video,scared,negative,15,9/23/2020 11:13
studying,video,love,positive,65,9/17/2020 9:56
studying,video,scared,negative,15,4/17/2021 23:32
studying,video,worried,negative,12,8/9/2020 21:01
studying,video,indifferent,neutral,20,7/31/2020 22:55
studying,video,super love,positive,75,10/5/2020 12:10
studying,video,super love,positive,75,10/12/2020 15:15
public speaking,video,super love,positive,75,11/21/2020 2:19
public speaking,video,indifferent,neutral,20,9/16/2020 22:14
public speaking,video,adore,positive,72,8/7/2020 14:21
public speaking,video,cherish,positive,70,5/23/2021 10:40
public speaking,video,cherish,positive,70,5/4/2021 14:00
public speaking,video,love,positive,65,2/23/2021 22:38
public speaking,video,love,positive,65,11/18/2020 18:37
public speaking,video,worried,negative,12,9/12/2020 11:42
public speaking,video,intrigued,positive,45,4/28/2021 8:30
public speaking,video,heart,positive,60,5/4/2021 23:16
public speaking,video,like,positive,50,9/25/2020 18:26
public speaking,video,intrigued,positive,45,3/17/2021 23:48
public speaking,video,heart,positive,60,10/7/2020 7:46
public speaking,video,adore,positive,72,1/3/2021 15:52
public speaking,video,like,positive,50,9/6/2020 7:14
public speaking,video,like,positive,50,12/2/2020 19:04
public speaking,video,disgust,negative,0,9/24/2020 20:48
public speaking,video,super love,positive,75,9/8/2020 4:03
public speaking,video,adore,positive,72,9/21/2020 4:11
public speaking,video,intrigued,positive,45,7/26/2020 22:01
public speaking,video,interested,positive,30,2/21/2021 23:03
public speaking,video,intrigued,positive,45,4/11/2021 3:23
public speaking,video,interested,positive,30,12/30/2020 23:11
public speaking,video,disgust,negative,0,9/1/2020 8:27
public speaking,video,hate,negative,5,7/14/2020 20:36
public speaking,video,disgust,negative,0,2/2/2021 11:04
public speaking,video,super love,positive,75,2/1/2021 20:40
public speaking,video,hate,negative,5,2/1/2021 23:31
public speaking,video,interested,positive,30,6/6/2021 9:31
public speaking,video,want,positive,70,2/11/2021 15:57
public speaking,video,intrigued,positive,45,1/31/2021 22:05
public speaking,video,love,positive,65,3/1/2021 5:13
public speaking,video,like,positive,50,4/4/2021 6:50
public speaking,video,like,positive,50,8/16/2020 1:35
public speaking,video,like,positive,50,8/5/2020 2:16
public speaking,video,worried,negative,12,11/27/2020 17:25
public speaking,video,super love,positive,75,5/9/2021 3:07
public speaking,video,want,positive,70,9/13/2020 1:44
technology,audio,dislike,negative,10,2/26/2021 9:45
technology,audio,heart,positive,60,12/4/2020 20:40
technology,audio,super love,positive,75,2/24/2021 15:16
technology,audio,hate,negative,5,11/5/2020 10:24
technology,audio,love,positive,65,11/12/2020 21:38
technology,audio,indifferent,neutral,20,4/26/2021 4:28
technology,audio,like,positive,50,8/9/2020 3:43
technology,audio,intrigued,positive,45,4/8/2021 18:42
technology,audio,scared,negative,15,12/3/2020 4:50
technology,audio,hate,negative,5,8/14/2020 5:47
technology,audio,love,positive,65,2/5/2021 7:51
technology,audio,scared,negative,15,6/21/2020 0:41
technology,audio,indifferent,neutral,20,5/31/2021 13:29
technology,audio,hate,negative,5,8/24/2020 4:16
technology,audio,want,positive,70,4/4/2021 19:55
technology,audio,scared,negative,15,9/4/2020 15:47
technology,audio,indifferent,neutral,20,8/30/2020 20:51
technology,audio,heart,positive,60,8/29/2020 14:30
technology,audio,disgust,negative,0,5/6/2021 16:55
technology,audio,disgust,negative,0,4/5/2021 15:27
technology,audio,heart,positive,60,1/6/2021 18:27
technology,audio,scared,negative,15,6/24/2020 23:03
technology,audio,super love,positive,75,11/22/2020 0:44
technology,audio,hate,negative,5,10/13/2020 9:11
technology,audio,love,positive,65,10/6/2020 20:13
technology,audio,scared,negative,15,6/20/2020 9:06
technology,audio,adore,positive,72,6/9/2021 9:17
technology,audio,adore,positive,72,9/14/2020 20:45
technology,audio,cherish,positive,70,10/4/2020 13:26
technology,audio,scared,negative,15,12/7/2020 11:10
technology,audio,want,positive,70,4/28/2021 22:34
technology,audio,adore,positive,72,11/19/2020 9:35
technology,audio,peeking,neutral,35,11/22/2020 18:32
technology,audio,want,positive,70,12/21/2020 16:09
technology,audio,interested,positive,30,11/8/2020 3:33
technology,audio,worried,negative,12,3/4/2021 21:49
technology,audio,worried,negative,12,2/27/2021 2:35
technology,audio,intrigued,positive,45,7/19/2020 9:41
technology,audio,heart,positive,60,9/9/2020 20:18
technology,audio,peeking,neutral,35,12/11/2020 14:17
education,GIF,disgust,negative,0,2/3/2021 17:39
education,GIF,want,positive,70,5/11/2021 2:00
education,GIF,super love,positive,75,7/24/2020 5:00
education,GIF,disgust,negative,0,7/24/2020 9:08
education,GIF,peeking,neutral,35,5/12/2021 7:58
education,GIF,like,positive,50,5/6/2021 18:01
education,GIF,interested,positive,30,1/4/2021 4:08
education,GIF,interested,positive,30,3/28/2021 11:14
education,GIF,cherish,positive,70,1/9/2021 20:20
education,GIF,peeking,neutral,35,7/25/2020 9:27
education,GIF,dislike,negative,10,10/25/2020 16:30
education,GIF,want,positive,70,4/8/2021 21:28
education,GIF,interested,positive,30,1/29/2021 9:33
education,GIF,want,positive,70,6/22/2020 8:06
education,GIF,hate,negative,5,8/27/2020 13:11
education,GIF,intrigued,positive,45,3/4/2021 20:03
education,GIF,worried,negative,12,11/4/2020 8:43
education,GIF,super love,positive,75,2/21/2021 11:23
education,GIF,love,positive,65,1/10/2021 17:14
education,GIF,love,positive,65,5/24/2021 16:17
public speaking,video,cherish,positive,70,5/2/2021 3:28
public speaking,video,indifferent,neutral,20,1/25/2021 4:23
public speaking,video,peeking,neutral,35,7/19/2020 6:00
public speaking,video,cherish,positive,70,3/12/2021 8:33
public speaking,video,indifferent,neutral,20,8/19/2020 15:30
public speaking,video,cherish,positive,70,9/14/2020 12:35
public speaking,video,love,positive,65,5/15/2021 8:23
public speaking,video,intrigued,positive,45,6/6/2021 8:52
public speaking,video,heart,positive,60,3/21/2021 0:11
public speaking,video,super love,positive,75,8/31/2020 7:46
public speaking,video,disgust,negative,0,5/24/2021 9:55
public speaking,video,intrigued,positive,45,7/14/2020 2:36
public speaking,video,cherish,positive,70,5/28/2021 0:16
public speaking,video,interested,positive,30,2/23/2021 3:59
public speaking,video,adore,positive,72,3/2/2021 18:49
public speaking,video,heart,positive,60,11/9/2020 5:49
public speaking,video,intrigued,positive,45,8/8/2020 10:37
public speaking,video,interested,positive,30,3/11/2021 23:27
public speaking,video,hate,negative,5,11/16/2020 15:47
public speaking,video,like,positive,50,6/21/2020 2:05
public speaking,video,peeking,neutral,35,1/25/2021 11:15
public speaking,video,indifferent,neutral,20,6/22/2020 7:16
public speaking,video,like,positive,50,1/15/2021 20:50
public speaking,video,adore,positive,72,4/21/2021 9:32
public speaking,video,want,positive,70,5/25/2021 3:03
public speaking,video,heart,positive,60,5/13/2021 6:02
public speaking,video,heart,positive,60,1/14/2021 0:44
public speaking,video,want,positive,70,12/4/2020 20:43
public speaking,video,love,positive,65,11/2/2020 1:54
public speaking,video,super love,positive,75,1/30/2021 16:59
public speaking,video,want,positive,70,2/23/2021 18:54
public speaking,video,dislike,negative,10,9/1/2020 0:08
public speaking,video,hate,negative,5,2/27/2021 14:13
public speaking,video,peeking,neutral,35,9/26/2020 4:00
public speaking,video,like,positive,50,10/23/2020 4:58
public speaking,video,cherish,positive,70,5/13/2021 5:10
public speaking,video,scared,negative,15,3/6/2021 17:48
public speaking,video,love,positive,65,9/29/2020 2:14
public speaking,video,disgust,negative,0,4/29/2021 20:20
public speaking,video,super love,positive,75,5/27/2021 15:13
public speaking,video,dislike,negative,10,9/22/2020 5:24
public speaking,video,dislike,negative,10,11/2/2020 11:58
public speaking,video,interested,positive,30,8/5/2020 6:52
studying,video,like,positive,50,2/24/2021 14:54
studying,video,cherish,positive,70,1/5/2021 10:20
studying,video,cherish,positive,70,6/4/2021 22:24
studying,video,peeking,neutral,35,11/24/2020 13:43
studying,video,peeking,neutral,35,5/1/2021 9:58
studying,video,indifferent,neutral,20,11/1/2020 7:23
studying,video,intrigued,positive,45,10/27/2020 5:17
studying,video,super love,positive,75,9/2/2020 21:06
food,photo,dislike,negative,10,12/24/2020 5:32
food,photo,worried,negative,12,1/29/2021 4:48
food,photo,indifferent,neutral,20,6/1/2021 8:08
food,photo,love,positive,65,4/2/2021 16:49
food,photo,interested,positive,30,11/27/2020 13:14
food,photo,heart,positive,60,7/20/2020 13:39
food,photo,disgust,negative,0,12/25/2020 6:35
food,photo,worried,negative,12,2/12/2021 0:36
food,photo,want,positive,70,9/12/2020 12:44
food,photo,cherish,positive,70,5/23/2021 22:08
food,photo,heart,positive,60,8/28/2020 10:30
food,photo,super love,positive,75,6/15/2021 3:54
food,photo,heart,positive,60,6/2/2021 0:17
food,photo,indifferent,neutral,20,12/18/2020 12:21
food,photo,interested,positive,30,12/23/2020 10:47
food,photo,peeking,neutral,35,12/19/2020 23:20
food,photo,hate,negative,5,4/17/2021 10:11
food,photo,indifferent,neutral,20,12/13/2020 0:47
food,photo,worried,negative,12,5/6/2021 1:06
food,photo,dislike,negative,10,4/23/2021 8:59
food,photo,dislike,negative,10,7/4/2020 0:46
food,photo,love,positive,65,4/30/2021 7:29
food,photo,worried,negative,12,5/10/2021 9:02
food,photo,adore,positive,72,12/20/2020 13:55
food,photo,indifferent,neutral,20,8/29/2020 11:00
food,photo,intrigued,positive,45,10/24/2020 22:38
food,photo,intrigued,positive,45,12/18/2020 4:21
food,photo,hate,negative,5,4/3/2021 8:00
food,photo,hate,negative,5,7/24/2020 6:32
food,photo,worried,negative,12,8/30/2020 5:06
food,photo,heart,positive,60,2/19/2021 2:54
food,photo,heart,positive,60,6/26/2020 12:23
food,photo,worried,negative,12,2/5/2021 23:09
food,photo,hate,negative,5,6/10/2021 4:49
food,photo,dislike,negative,10,3/27/2021 14:47
food,photo,love,positive,65,7/29/2020 19:58
food,photo,want,positive,70,7/5/2020 0:44
food,photo,cherish,positive,70,2/12/2021 1:13
food,photo,like,positive,50,8/3/2020 19:55
food,photo,want,positive,70,11/23/2020 16:52
food,photo,disgust,negative,0,12/12/2020 11:40
food,photo,adore,positive,72,11/11/2020 11:37
food,photo,heart,positive,60,1/7/2021 4:31
food,photo,scared,negative,15,5/19/2021 8:20
food,photo,disgust,negative,0,7/15/2020 12:39
food,photo,peeking,neutral,35,8/5/2020 13:06
food,photo,indifferent,neutral,20,6/29/2020 19:42
food,photo,hate,negative,5,10/13/2020 8:39
public speaking,GIF,peeking,neutral,35,3/7/2021 10:26
public speaking,GIF,super love,positive,75,1/16/2021 6:37
public speaking,GIF,super love,positive,75,10/6/2020 8:24
public speaking,GIF,love,positive,65,4/16/2021 1:51
public speaking,GIF,love,positive,65,1/25/2021 10:55
public speaking,GIF,adore,positive,72,10/1/2020 22:28
public speaking,GIF,indifferent,neutral,20,5/11/2021 5:09
public speaking,GIF,scared,negative,15,5/26/2021 23:52
public speaking,GIF,peeking,neutral,35,1/29/2021 22:32
public speaking,GIF,worried,negative,12,9/12/2020 8:49
public speaking,GIF,scared,negative,15,9/26/2020 2:02
public speaking,GIF,cherish,positive,70,5/16/2021 0:33
public speaking,GIF,interested,positive,30,11/13/2020 9:15
public speaking,GIF,cherish,positive,70,9/29/2020 2:33
public speaking,GIF,worried,negative,12,4/7/2021 11:36
public speaking,GIF,interested,positive,30,10/27/2020 11:31
public speaking,GIF,adore,positive,72,10/23/2020 6:04
public speaking,GIF,like,positive,50,9/15/2020 9:14
public speaking,GIF,like,positive,50,5/20/2021 18:39
public speaking,GIF,disgust,negative,0,2/16/2021 15:42
public speaking,GIF,peeking,neutral,35,1/17/2021 22:24
public speaking,GIF,like,positive,50,6/10/2021 14:19
public speaking,GIF,super love,positive,75,8/11/2020 12:27
public speaking,GIF,adore,positive,72,9/29/2020 11:05
public speaking,GIF,heart,positive,60,11/6/2020 3:47
public speaking,GIF,disgust,negative,0,9/3/2020 8:25
animals,photo,love,positive,65,9/24/2020 21:08
animals,photo,worried,negative,12,4/13/2021 9:01
animals,photo,dislike,negative,10,4/19/2021 9:23
animals,photo,super love,positive,75,11/30/2020 0:57
animals,photo,worried,negative,12,3/4/2021 12:02
animals,photo,indifferent,neutral,20,5/18/2021 22:39
animals,photo,interested,positive,30,7/15/2020 0:04
animals,photo,super love,positive,75,9/27/2020 21:02
animals,photo,peeking,neutral,35,3/31/2021 1:18
animals,photo,scared,negative,15,1/29/2021 6:49
animals,photo,scared,negative,15,2/4/2021 4:38
animals,photo,like,positive,50,7/26/2020 11:16
animals,photo,hate,negative,5,4/8/2021 0:36
animals,photo,indifferent,neutral,20,6/27/2020 14:07
animals,photo,disgust,negative,0,1/21/2021 16:00
animals,photo,intrigued,positive,45,12/29/2020 19:34
animals,photo,interested,positive,30,4/4/2021 20:38
animals,photo,cherish,positive,70,6/4/2021 23:09
animals,photo,heart,positive,60,9/7/2020 11:03
animals,photo,hate,negative,5,7/8/2020 11:10
animals,photo,intrigued,positive,45,3/27/2021 19:13
animals,photo,disgust,negative,0,2/25/2021 22:40
animals,photo,dislike,negative,10,8/22/2020 15:50
animals,photo,adore,positive,72,2/11/2021 19:20
animals,photo,love,positive,65,5/1/2021 22:15
animals,photo,want,positive,70,12/11/2020 23:00
animals,photo,hate,negative,5,5/9/2021 13:36
animals,photo,scared,negative,15,12/22/2020 4:45
animals,photo,heart,positive,60,9/13/2020 10:59
animals,photo,indifferent,neutral,20,1/19/2021 2:02
education,photo,adore,positive,72,12/21/2020 4:25
education,photo,heart,positive,60,5/24/2021 20:53
education,photo,cherish,positive,70,11/17/2020 7:52
education,photo,cherish,positive,70,3/6/2021 9:55
education,photo,scared,negative,15,1/4/2021 20:53
education,photo,worried,negative,12,2/15/2021 17:47
education,photo,like,positive,50,2/24/2021 20:10
education,photo,like,positive,50,10/6/2020 9:04
education,photo,worried,negative,12,9/11/2020 16:51
education,photo,love,positive,65,7/18/2020 23:59
education,photo,intrigued,positive,45,4/4/2021 11:16
education,photo,cherish,positive,70,2/13/2021 19:08
education,photo,disgust,negative,0,4/5/2021 5:18
education,photo,worried,negative,12,5/23/2021 16:32
soccer,GIF,super love,positive,75,5/24/2021 23:17
soccer,GIF,want,positive,70,1/21/2021 8:39
soccer,GIF,interested,positive,30,10/11/2020 22:44
soccer,GIF,cherish,positive,70,12/24/2020 2:03
soccer,GIF,disgust,negative,0,8/21/2020 17:43
travel,photo,worried,negative,12,11/21/2020 1:41
travel,photo,love,positive,65,9/3/2020 4:38
travel,photo,heart,positive,60,12/25/2020 17:12
travel,photo,disgust,negative,0,11/4/2020 1:35
travel,photo,hate,negative,5,9/1/2020 23:00
travel,photo,cherish,positive,70,3/13/2021 17:16
travel,photo,love,positive,65,9/12/2020 18:48
travel,photo,indifferent,neutral,20,8/29/2020 16:14
travel,photo,adore,positive,72,6/10/2021 2:55
travel,photo,adore,positive,72,9/22/2020 17:07
travel,photo,interested,positive,30,8/14/2020 4:59
travel,photo,interested,positive,30,4/12/2021 14:21
travel,photo,adore,positive,72,10/8/2020 8:42
travel,photo,disgust,negative,0,5/23/2021 19:58
travel,photo,love,positive,65,5/31/2021 4:03
travel,photo,like,positive,50,9/17/2020 18:00
travel,photo,heart,positive,60,5/25/2021 21:58
travel,photo,disgust,negative,0,6/20/2020 11:04
travel,photo,want,positive,70,4/8/2021 16:42
travel,photo,intrigued,positive,45,4/30/2021 22:41
travel,photo,intrigued,positive,45,9/9/2020 13:50
travel,photo,like,positive,50,5/11/2021 17:34
travel,photo,love,positive,65,7/23/2020 20:13
travel,photo,cherish,positive,70,6/11/2021 21:21
travel,photo,super love,positive,75,8/17/2020 3:37
travel,photo,adore,positive,72,5/2/2021 21:27
travel,photo,scared,negative,15,4/27/2021 23:31
travel,photo,scared,negative,15,1/1/2021 21:12
travel,photo,hate,negative,5,7/28/2020 11:01
travel,photo,adore,positive,72,5/31/2021 13:23
travel,photo,like,positive,50,2/12/2021 22:15
travel,photo,peeking,neutral,35,11/6/2020 17:33
travel,photo,interested,positive,30,2/16/2021 5:16
travel,photo,disgust,negative,0,7/20/2020 16:21
travel,photo,dislike,negative,10,10/24/2020 15:43
travel,photo,hate,negative,5,3/9/2021 13:47
public speaking,photo,love,positive,65,9/28/2020 2:42
public speaking,photo,disgust,negative,0,1/24/2021 3:47
public speaking,photo,hate,negative,5,4/2/2021 16:34
public speaking,photo,worried,negative,12,2/12/2021 23:28
public speaking,photo,worried,negative,12,5/15/2021 14:07
public speaking,photo,heart,positive,60,12/23/2020 14:23
public speaking,photo,adore,positive,72,7/11/2020 21:03
public speaking,photo,intrigued,positive,45,4/9/2021 23:38
public speaking,photo,intrigued,positive,45,2/28/2021 22:35
public speaking,photo,want,positive,70,8/30/2020 13:49
public speaking,photo,worried,negative,12,6/19/2020 19:44
public speaking,photo,dislike,negative,10,12/8/2020 18:01
public speaking,photo,peeking,neutral,35,11/9/2020 13:29
public speaking,photo,love,positive,65,3/22/2021 14:27
public speaking,photo,want,positive,70,7/7/2020 8:32
public speaking,photo,disgust,negative,0,3/12/2021 4:13
public speaking,photo,cherish,positive,70,12/31/2020 23:16
public speaking,photo,worried,negative,12,4/14/2021 23:05
public speaking,photo,hate,negative,5,6/20/2020 22:54
public speaking,photo,disgust,negative,0,5/4/2021 7:33
public speaking,photo,scared,negative,15,2/5/2021 9:09
public speaking,photo,dislike,negative,10,5/23/2021 21:17
public speaking,photo,like,positive,50,2/15/2021 13:11
public speaking,photo,love,positive,65,2/19/2021 0:25
public speaking,photo,peeking,neutral,35,1/18/2021 1:28
public speaking,photo,peeking,neutral,35,6/7/2021 1:06
public speaking,photo,super love,positive,75,11/9/2020 9:34
public speaking,photo,intrigued,positive,45,5/17/2021 22:23
public speaking,photo,worried,negative,12,9/25/2020 10:12
public speaking,photo,like,positive,50,5/11/2021 19:06
public speaking,photo,love,positive,65,8/12/2020 12:04
public speaking,photo,disgust,negative,0,11/26/2020 18:34
public speaking,photo,intrigued,positive,45,6/4/2021 22:13
public speaking,photo,want,positive,70,7/5/2020 16:09
public speaking,photo,dislike,negative,10,6/3/2021 13:25
public speaking,photo,super love,positive,75,10/8/2020 14:38
public speaking,photo,love,positive,65,2/24/2021 20:55
public speaking,photo,worried,negative,12,3/27/2021 12:24
public speaking,photo,hate,negative,5,5/17/2021 7:37
public speaking,photo,hate,negative,5,9/3/2020 17:37
tennis,GIF,intrigued,positive,45,8/8/2020 7:52
tennis,GIF,cherish,positive,70,10/6/2020 13:55
tennis,GIF,adore,positive,72,4/4/2021 22:17
tennis,GIF,like,positive,50,5/18/2021 6:46
tennis,GIF,heart,positive,60,1/11/2021 12:55
tennis,GIF,like,positive,50,1/29/2021 15:31
tennis,GIF,worried,negative,12,11/12/2020 11:32
tennis,GIF,want,positive,70,8/20/2020 12:02
tennis,GIF,peeking,neutral,35,5/2/2021 2:46
tennis,GIF,worried,negative,12,5/16/2021 17:00
tennis,GIF,disgust,negative,0,9/4/2020 9:40
tennis,GIF,love,positive,65,6/21/2020 7:21
tennis,GIF,super love,positive,75,11/26/2020 3:20
tennis,GIF,scared,negative,15,5/25/2021 2:00
tennis,GIF,hate,negative,5,11/20/2020 12:31
tennis,GIF,interested,positive,30,3/27/2021 21:38
tennis,GIF,cherish,positive,70,12/21/2020 1:38
tennis,GIF,adore,positive,72,1/27/2021 6:59
tennis,GIF,super love,positive,75,2/19/2021 9:54
tennis,GIF,scared,negative,15,7/10/2020 2:52
tennis,GIF,worried,negative,12,11/9/2020 0:13
tennis,GIF,scared,negative,15,6/23/2020 13:15
tennis,GIF,interested,positive,30,12/4/2020 12:15
tennis,GIF,hate,negative,5,5/28/2021 10:05
tennis,GIF,want,positive,70,8/25/2020 12:14
tennis,GIF,hate,negative,5,8/25/2020 0:49
tennis,GIF,adore,positive,72,11/3/2020 10:46
tennis,GIF,peeking,neutral,35,4/26/2021 5:40
tennis,GIF,peeking,neutral,35,11/4/2020 15:52
tennis,GIF,want,positive,70,12/7/2020 9:50
tennis,GIF,adore,positive,72,4/4/2021 10:55
tennis,GIF,heart,positive,60,11/3/2020 13:46
soccer,GIF,disgust,negative,0,10/15/2020 10:31
soccer,GIF,cherish,positive,70,4/24/2021 12:52
soccer,GIF,love,positive,65,4/2/2021 11:36
soccer,GIF,hate,negative,5,5/4/2021 17:02
travel,audio,scared,negative,15,1/26/2021 7:21
travel,audio,disgust,negative,0,5/6/2021 3:02
travel,audio,love,positive,65,6/27/2020 15:20
travel,audio,hate,negative,5,3/10/2021 4:34
travel,audio,love,positive,65,12/9/2020 13:11
travel,audio,dislike,negative,10,12/1/2020 13:05
travel,audio,scared,negative,15,11/24/2020 3:51
travel,audio,heart,positive,60,12/15/2020 20:39
travel,audio,hate,negative,5,5/9/2021 4:48
travel,audio,cherish,positive,70,1/15/2021 18:03
travel,audio,indifferent,neutral,20,6/17/2021 20:03
travel,audio,adore,positive,72,11/4/2020 10:30
travel,audio,adore,positive,72,9/10/2020 0:55
travel,audio,like,positive,50,6/6/2021 1:49
travel,audio,hate,negative,5,2/9/2021 17:26
travel,audio,super love,positive,75,4/16/2021 11:22
travel,audio,hate,negative,5,9/18/2020 14:32
travel,audio,like,positive,50,2/20/2021 14:12
travel,audio,like,positive,50,8/14/2020 5:25
travel,audio,cherish,positive,70,4/14/2021 3:55
travel,audio,dislike,negative,10,10/18/2020 22:46
veganism,video,heart,positive,60,10/30/2020 3:41
veganism,video,dislike,negative,10,1/26/2021 14:35
veganism,video,want,positive,70,3/13/2021 23:54
veganism,video,interested,positive,30,3/12/2021 20:47
veganism,video,worried,negative,12,7/15/2020 18:27
veganism,video,worried,negative,12,7/26/2020 22:20
veganism,video,heart,positive,60,4/2/2021 4:54
veganism,video,heart,positive,60,5/16/2021 9:09
veganism,video,worried,negative,12,5/28/2021 0:25
veganism,video,cherish,positive,70,6/29/2020 14:48
veganism,video,like,positive,50,11/25/2020 9:28
veganism,video,want,positive,70,5/25/2021 13:19
veganism,video,dislike,negative,10,9/13/2020 9:44
veganism,video,worried,negative,12,4/11/2021 17:19
veganism,video,super love,positive,75,10/23/2020 21:01
veganism,video,love,positive,65,6/1/2021 7:43
veganism,video,disgust,negative,0,7/4/2020 16:40
veganism,video,super love,positive,75,7/24/2020 11:03
veganism,video,scared,negative,15,3/2/2021 19:17
veganism,video,indifferent,neutral,20,12/16/2020 20:26
veganism,video,super love,positive,75,4/20/2021 12:13
veganism,video,peeking,neutral,35,8/25/2020 4:46
veganism,video,scared,negative,15,12/7/2020 15:19
veganism,video,peeking,neutral,35,12/14/2020 22:00
veganism,video,indifferent,neutral,20,8/16/2020 16:14
veganism,video,worried,negative,12,9/20/2020 11:43
veganism,video,worried,negative,12,9/14/2020 16:38
veganism,video,cherish,positive,70,9/20/2020 21:40
veganism,video,interested,positive,30,10/31/2020 18:17
veganism,video,interested,positive,30,3/14/2021 18:53
veganism,video,heart,positive,60,1/15/2021 21:13
veganism,video,scared,negative,15,10/26/2020 9:09
veganism,video,interested,positive,30,7/9/2020 14:53
veganism,video,cherish,positive,70,8/22/2020 18:11
veganism,video,peeking,neutral,35,9/10/2020 19:30
veganism,video,dislike,negative,10,8/7/2020 8:59
veganism,video,want,positive,70,1/12/2021 23:43
veganism,video,indifferent,neutral,20,6/3/2021 9:25
veganism,video,disgust,negative,0,7/21/2020 2:54
veganism,video,scared,negative,15,4/19/2021 18:18
veganism,video,worried,negative,12,7/12/2020 11:52
veganism,video,dislike,negative,10,5/30/2021 19:24
veganism,video,intrigued,positive,45,10/29/2020 2:29
veganism,video,dislike,negative,10,6/30/2020 13:41
cooking,video,interested,positive,30,1/22/2021 3:50
cooking,video,super love,positive,75,2/17/2021 0:09
cooking,video,dislike,negative,10,6/24/2020 9:34
cooking,video,peeking,neutral,35,6/7/2021 5:14
cooking,video,disgust,negative,0,10/2/2020 15:49
cooking,video,cherish,positive,70,9/28/2020 7:15
cooking,video,adore,positive,72,5/20/2021 20:38
cooking,video,love,positive,65,10/2/2020 20:47
cooking,video,like,positive,50,1/23/2021 2:03
cooking,video,like,positive,50,1/20/2021 10:25
cooking,video,hate,negative,5,6/21/2020 0:07
cooking,video,indifferent,neutral,20,10/22/2020 6:53
cooking,video,super love,positive,75,3/14/2021 4:49
cooking,video,super love,positive,75,3/28/2021 11:06
cooking,video,like,positive,50,9/15/2020 13:27
cooking,video,disgust,negative,0,3/23/2021 1:45
cooking,video,love,positive,65,2/14/2021 9:38
cooking,video,hate,negative,5,9/29/2020 11:10
cooking,video,adore,positive,72,4/11/2021 2:20
cooking,video,scared,negative,15,10/21/2020 5:37
cooking,video,adore,positive,72,8/29/2020 9:14
cooking,video,hate,negative,5,6/27/2020 10:28
cooking,video,cherish,positive,70,2/12/2021 17:15
cooking,video,disgust,negative,0,4/23/2021 13:53
cooking,video,worried,negative,12,6/2/2021 23:40
cooking,video,cherish,positive,70,6/26/2020 0:17
cooking,video,want,positive,70,4/22/2021 16:21
cooking,video,dislike,negative,10,5/11/2021 14:42
cooking,video,worried,negative,12,2/6/2021 11:43
cooking,video,heart,positive,60,1/16/2021 16:08
cooking,video,super love,positive,75,5/5/2021 2:58
cooking,video,love,positive,65,11/28/2020 23:02
cooking,video,hate,negative,5,5/24/2021 0:34
cooking,video,scared,negative,15,4/20/2021 23:22
cooking,video,interested,positive,30,8/10/2020 19:14
cooking,video,cherish,positive,70,2/20/2021 3:54
cooking,video,worried,negative,12,7/1/2020 22:04
cooking,video,cherish,positive,70,7/25/2020 10:04
cooking,video,adore,positive,72,5/1/2021 1:59
cooking,video,disgust,negative,0,6/12/2021 14:04
cooking,video,love,positive,65,6/30/2020 10:45
cooking,video,adore,positive,72,11/4/2020 0:06
cooking,video,intrigued,positive,45,8/26/2020 23:20
cooking,video,dislike,negative,10,12/21/2020 4:41
